Time	Amplitude
3.80000	-0.02698
3.81000	-2.00694
3.82000	-0.20703
3.83000	-2.29760
3.84000	0.23162
3.85000	-1.58915
3.86000	0.19183
3.87000	-1.89110
3.88000	0.28501
3.89000	-1.85206
3.90000	-0.14893
3.91000	-1.93377
3.92000	0.33482
3.93000	-1.26426
3.94000	1.11358
3.95000	-0.92342
3.96000	0.60197
3.97000	-0.18925
3.98000	-0.57671
3.99000	-0.22902
4.00000	-0.48857
4.01000	-0.00302
4.02000	0.83546
4.03000	0.66144
4.04000	0.18757
4.05000	0.86090
4.06000	-0.62469
4.07000	0.78690
4.08000	-0.76297
4.09000	1.74008
4.10000	-0.86402
4.11000	1.81690
4.12000	-0.38567
4.13000	1.82859
4.14000	-0.40120
4.15000	2.01942
4.16000	-0.05919
4.17000	1.46059
4.18000	0.16382
4.19000	1.47680
4.20000	-0.18127
4.21000	1.61660
4.22000	0.65151
4.23000	1.33555
4.24000	1.08725
4.25000	0.96026
4.26000	1.59648
4.27000	0.86283
4.28000	1.19064
4.29000	0.21782
4.30000	1.77732
4.31000	0.67096
4.32000	2.07626
4.33000	-0.61611
4.34000	1.95530
4.35000	-0.70723
4.36000	1.83387
4.37000	-0.03350
4.38000	1.85176
4.39000	-0.40404
4.40000	0.94103
4.41000	-0.30055
4.42000	1.46817
4.43000	-0.22136
4.44000	1.33395
4.45000	-1.02480
4.46000	0.24990
4.47000	0.45082
4.48000	0.32595
4.49000	0.11758
4.50000	0.02789
4.51000	0.54481
4.52000	-0.41496
4.53000	0.18459
4.54000	-1.08063
4.55000	0.32093
4.56000	-0.99753
4.57000	0.42871
4.58000	-1.32090
4.59000	0.19107
4.60000	-1.02819
4.61000	0.81449
4.62000	-1.50851
4.63000	0.21352
4.64000	-1.87936
4.65000	-0.59799
4.66000	-1.68282
4.67000	-0.36971
4.68000	-1.26157
4.69000	-0.00066
4.70000	-1.33220
4.71000	-0.11589
4.72000	-1.33158
4.73000	-1.55598
4.74000	-1.43694
4.75000	-1.03243
4.76000	-1.01269
4.77000	-1.07665
4.78000	-0.73714
4.79000	-1.58925
4.80000	-0.74960
4.81000	-2.28196
4.82000	-0.22990
4.83000	-1.43688
4.84000	0.05207
4.85000	-2.26189
4.86000	-0.36038
4.87000	-1.96910
4.88000	0.58248
4.89000	-1.69453
4.90000	0.49416
4.91000	-1.80699
4.92000	0.71357
4.93000	-1.52214
4.94000	0.35176
4.95000	-1.31178
4.96000	0.31291
4.97000	-0.33568
4.98000	0.02230
4.99000	-0.33891
5	-5.93E-01
5.01	0.0267693
5.02	0.156685
5.03	0.686311
5.04	-0.225196
5.05	0.944279
5.06	-0.55294
5.07	0.75073
5.08	0.0602661
5.09	1.93354
5.1	-0.329118
5.11	1.78101
5.12	-0.420826
5.13	1.88568
5.14	-0.116955
5.15	2.39527
5.16	-0.057031
5.17	1.47119
5.18	-0.314623
5.19	1.53435
5.2	-0.165131
5.21	1.73127
5.22	0.502389
5.23	1.28492
5.24	1.0785
5.25	0.905112
5.26	1.23248
5.27	1.05439
5.28	1.36073
5.29	0.448066
5.3	1.64801
5.31	0.246438
5.32	1.80496
5.33	0.0862831
5.34	1.6631
5.35	-0.348871
5.36	2.0559
5.37	0.00586471
5.38	2.10919
5.39	-0.916968
5.4	1.4994
5.41	-0.795219
5.42	0.874833
5.43	-0.306549
5.44	0.962045
5.45	-0.546646
5.46	0.608004
5.47	-0.116422
5.48	0.340987
5.49	0.119766
5.5	2.33E-01
5.51	-0.0514135
5.52	-0.109001
5.53	0.479418
5.54	-1.20079
5.55	-0.107848
5.56	-0.855251
5.57	0.913975
5.58	-1.27843
5.59	0.0330964
5.6	-1.64228
5.61	0.704304
5.62	-2.14183
5.63	0.696548
5.64	-1.47551
5.65	0.238057
5.66	-1.74259
5.67	0.410693
5.68	-1.44824
5.69	-0.674405
5.7	-1.92016
5.71	-0.715023
5.72	-1.11035
5.73	-0.575171
5.74	-1.76187
5.75	-1.23031
5.76	-1.02331
5.77	-0.617933
5.78	-0.640039
5.79	-1.33404
5.8	0.11321
5.81	-1.76758
5.82	0.296643
5.83	-1.65765
5.84	0.194251
5.85	-1.79971
5.86	0.515448
5.87	-1.74654
5.88	0.410665
5.89	-1.59993
5.9	0.848853
5.91	-1.77461
5.92	0.149165
5.93	-1.60538
5.94	0.627269
5.95	-0.75778
5.96	0.0520954
5.97	-0.82825
5.98	0.185048
5.99	-0.134524
