Time	Amplitude
1.04000	-0.90081
1.05000	0.96858
1.06000	1.47623
1.07000	-0.06880
1.08000	-1.50303
1.09000	-0.83820
1.10000	0.98229
1.11000	1.42176
1.12000	-0.11487
1.13000	-1.47592
1.14000	-0.77603
1.15000	0.99212
1.16000	1.36543
1.17000	-0.15816
1.18000	-1.44531
1.19000	-0.71456
1.20000	0.99803
1.21000	1.30747
1.22000	-0.19850
1.23000	-1.41132
1.24000	-0.65402
1.25000	1.00000
1.26000	1.24810
1.27000	-0.23575
1.28000	-1.37407
1.29000	-0.59465
1.30000	0.99803
1.31000	1.18756
1.32000	-0.26974
1.33000	-1.33373
1.34000	-0.53668
1.35000	0.99212
1.36000	1.12608
1.37000	-0.30035
1.38000	-1.29044
1.39000	-0.48035
1.40000	0.98229
1.41000	1.06391
1.42000	-0.32746
1.43000	-1.24437
1.44000	-0.42588
1.45000	0.96858
1.46000	1.00130
1.47000	-0.35095
1.48000	-1.19572
1.49000	-0.37348
1.50000	0.95106
1.51000	0.93849
1.52000	-0.37074
1.53000	-1.14466
1.54000	-0.32337
1.55000	0.92978
1.56000	0.87573
1.57000	-0.38674
1.58000	-1.09141
1.59000	-0.27572
1.60000	0.90483
1.61000	0.81327
1.62000	-0.39890
1.63000	-1.03617
1.64000	-0.23075
1.65000	0.87631
1.66000	0.75135
1.67000	-0.40717
1.68000	-0.97916
1.69000	-0.18861
1.70000	0.84433
1.71000	0.69022
1.72000	-0.41150
1.73000	-0.92061
1.74000	-0.14949
1.75000	0.80902
1.76000	0.63011
1.77000	-0.41190
1.78000	-0.86074
1.79000	-0.11353
1.80000	0.77051
1.81000	0.57128
1.82000	-0.40835
1.83000	-0.79979
1.84000	-0.08087
1.85000	0.72897
1.86000	0.51394
1.87000	-0.40087
1.88000	-0.73801
1.89000	-0.05165
1.90000	0.68455
1.91000	0.45833
1.92000	-0.38948
1.93000	-0.67564
1.94000	-0.02598
1.95000	0.63742
1.96000	0.40466
1.97000	-0.37424
1.98000	-0.61292
1.99000	-0.00396
2.00000	0.58779
2.01000	0.35315
2.02000	-0.35521
2.03000	-0.55010
2.04000	0.01433
2.05000	0.53583
2.06000	0.30400
2.07000	-0.33245
2.08000	-0.48742
2.09000	0.02880
2.10000	0.48175
2.11000	0.25740
2.12000	-0.30606
2.13000	-0.42515
2.14000	0.03940
2.15000	0.42578
2.16000	0.21354
2.17000	-0.27614
2.18000	-0.36351
2.19000	0.04610
2.20000	0.36813
2.21000	0.17259
2.22000	-0.24281
2.23000	-0.30277
2.24000	0.04886
2.25000	0.30902
2.26000	0.13472
2.27000	-0.20621
2.28000	-0.24314
2.29000	0.04768
2.30000	0.24869
2.31000	0.10006
2.32000	-0.16647
2.33000	-0.18488
2.34000	0.04255
2.35000	0.18738
2.36000	0.06877
2.37000	-0.12375
2.38000	-0.12821
2.39000	0.03351
2.40000	0.12533
2.41000	0.04095
2.42000	-0.07823
2.43000	-0.07335
2.44000	0.02058
2.45000	0.06279
2.46000	0.01673
2.47000	-0.03007
2.48000	-0.02052
2.49000	0.00381
2.50000	0.00000
2.51000	-0.00381
2.52000	0.02052
2.53000	0.03007
2.54000	-0.01673
2.55000	-0.06279
2.56000	-0.02058
2.57000	0.07335
2.58000	0.07823
2.59000	-0.04095
2.60000	-0.12533
2.61000	-0.03351
2.62000	0.12821
2.63000	0.12375
2.64000	-0.06877
2.65000	-0.18738
2.66000	-0.04255
2.67000	0.18488
2.68000	0.16647
2.69000	-0.10006
2.70000	-0.24869
2.71000	-0.04768
2.72000	0.24314
2.73000	0.20621
2.74000	-0.13472
2.75000	-0.30902
2.76000	-0.04886
2.77000	0.30277
2.78000	0.24281
2.79000	-0.17259
2.80000	-0.36813
2.81000	-0.04610
2.82000	0.36351
2.83000	0.27614
2.84000	-0.21354
2.85000	-0.42578
2.86000	-0.03940
2.87000	0.42515
2.88000	0.30606
2.89000	-0.25740
2.90000	-0.48175
2.91000	-0.02880
2.92000	0.48742
2.93000	0.33245
2.94000	-0.30400
2.95000	-0.53583
2.96000	-0.01433
2.97000	0.55010
2.98000	0.35521
2.99000	-0.35315
3.00000	-0.58779
3.01000	0.00396
3.02000	0.61292
3.03000	0.37424
3.04000	-0.40466
3.05000	-0.63742
3.06000	0.02598
3.07000	0.67564
3.08000	0.38948
3.09000	-0.45833
3.10000	-0.68455
3.11000	0.05165
3.12000	0.73801
3.13000	0.40087
3.14000	-0.51394
3.15000	-0.72897
3.16000	0.08087
3.17000	0.79979
3.18000	0.40835
3.19000	-0.57128
3.20000	-0.77051
3.21000	0.11353
3.22000	0.86074
3.23000	0.41190
3.24000	-0.63011
3.25000	-0.80902
3.26000	0.14949
3.27000	0.92061
3.28000	0.41150
3.29000	-0.69022
3.30000	-0.84433
3.31000	0.18861
3.32000	0.97916
3.33000	0.40717
3.34000	-0.75135
3.35000	-0.87631
3.36000	0.23075
3.37000	1.03617
3.38000	0.39890
3.39000	-0.81327
3.40000	-0.90483
3.41000	0.27572
3.42000	1.09141
3.43000	0.38674
3.44000	-0.87573
3.45000	-0.92978
3.46000	0.32337
3.47000	1.14466
3.48000	0.37074
3.49000	-0.93849
3.50000	-0.95106
3.51000	0.37348
3.52000	1.19572
3.53000	0.35095
3.54000	-1.00130
3.55000	-0.96858
3.56000	0.42588
3.57000	1.24437
3.58000	0.32746
3.59000	-1.06391
3.60000	-0.98229
3.61000	0.48035
3.62000	1.29044
3.63000	0.30035
3.64000	-1.12608
3.65000	-0.99212
3.66000	0.53668
3.67000	1.33373
3.68000	0.26974
3.69000	-1.18756
3.70000	-0.99803
3.71000	0.59465
3.72000	1.37407
3.73000	0.23575
3.74000	-1.24810
3.75000	-1.00000
3.76000	0.65402
3.77000	1.41132
3.78000	0.19850
3.79000	-1.30747
3.80000	-0.99803
3.81000	0.71456
3.82000	1.44531
3.83000	0.15816
3.84000	-1.36543
3.85000	-0.99212
3.86000	0.77603
3.87000	1.47592
3.88000	0.11487
3.89000	-1.42176
3.90000	-0.98229
3.91000	0.83820
3.92000	1.50303
3.93000	0.06880
3.94000	-1.47623
3.95000	-0.96858
3.96000	0.90081
3.97000	1.52652
3.98000	0.02015
3.99000	-1.52863
4.00000	-0.95106
4.01000	0.96362
4.02000	1.54631
4.03000	-0.03091
4.04000	-1.57875
4.05000	-0.92978
4.06000	1.02638
4.07000	1.56231
4.08000	-0.08416
4.09000	-1.62639
4.10000	-0.90483
4.11000	1.08885
4.12000	1.57447
4.13000	-0.13940
4.14000	-1.67137
4.15000	-0.87631
4.16000	1.15077
4.17000	1.58274
4.18000	-0.19641
4.19000	-1.71350
4.20000	-0.84433
4.21000	1.21190
4.22000	1.58707
4.23000	-0.25497
4.24000	-1.75262
4.25000	-0.80902
4.26000	1.27200
4.27000	1.58747
4.28000	-0.31483
4.29000	-1.78858
4.30000	-0.77051
4.31000	1.33084
4.32000	1.58392
4.33000	-0.37578
4.34000	-1.82124
4.35000	-0.72897
4.36000	1.38817
4.37000	1.57644
4.38000	-0.43756
4.39000	-1.85046
4.40000	-0.68455
4.41000	1.44378
4.42000	1.56505
4.43000	-0.49993
4.44000	-1.87613
4.45000	-0.63742
4.46000	1.49745
4.47000	1.54981
4.48000	-0.56266
4.49000	-1.89815
4.50000	-0.58779
4.51000	1.54896
4.52000	1.53078
4.53000	-0.62548
4.54000	-1.91644
4.55000	-0.53583
4.56000	1.59811
4.57000	1.50802
4.58000	-0.68815
4.59000	-1.93091
4.60000	-0.48175
4.61000	1.64471
4.62000	1.48163
4.63000	-0.75042
4.64000	-1.94152
4.65000	-0.42578
4.66000	1.68857
4.67000	1.45171
4.68000	-0.81206
4.69000	-1.94822
4.70000	-0.36813
4.71000	1.72952
4.72000	1.41838
4.73000	-0.87281
4.74000	-1.95098
4.75000	-0.30902
4.76000	1.76740
4.77000	1.38178
4.78000	-0.93243
4.79000	-1.94979
4.80000	-0.24869
4.81000	1.80205
4.82000	1.34204
4.83000	-0.99069
4.84000	-1.94467
4.85000	-0.18738
4.86000	1.83335
4.87000	1.29932
4.88000	-1.04737
4.89000	-1.93562
4.90000	-0.12533
4.91000	1.86116
4.92000	1.25380
4.93000	-1.10222
4.94000	-1.92269
4.95000	-0.06279
4.96000	1.88539
4.97000	1.20564
4.98000	-1.15505
4.99000	-1.90592
5.00000	0.00000
5.01000	1.90592
5.02000	1.15505
5.03000	-1.20564
5.04000	-1.88539
5.05000	0.06279
5.06000	1.92269
5.07000	1.10222
5.08000	-1.25380
5.09000	-1.86116
5.10000	0.12533
5.11000	1.93562
5.12000	1.04737
5.13000	-1.29932
5.14000	-1.83335
5.15000	0.18738
5.16000	1.94467
5.17000	0.99069
5.18000	-1.34204
5.19000	-1.80205
5.20000	0.24869
5.21000	1.94979
5.22000	0.93243
5.23000	-1.38178
5.24000	-1.76740
5.25000	0.30902
5.26000	1.95098
5.27000	0.87281
5.28000	-1.41838
5.29000	-1.72952
5.30000	0.36813
5.31000	1.94822
5.32000	0.81206
5.33000	-1.45171
5.34000	-1.68857
5.35000	0.42578
5.36000	1.94152
5.37000	0.75042
5.38000	-1.48163
5.39000	-1.64471
5.40000	0.48175
5.41000	1.93091
5.42000	0.68815
5.43000	-1.50802
5.44000	-1.59811
5.45000	0.53583
5.46000	1.91644
5.47000	0.62548
5.48000	-1.53078
5.49000	-1.54896
5.50000	0.58779
5.51000	1.89815
5.52000	0.56266
5.53000	-1.54981
5.54000	-1.49745
5.55000	0.63742
5.56000	1.87613
5.57000	0.49993
5.58000	-1.56505
5.59000	-1.44378
5.60000	0.68455
5.61000	1.85046
5.62000	0.43756
5.63000	-1.57644
5.64000	-1.38817
5.65000	0.72897
5.66000	1.82124
5.67000	0.37578
5.68000	-1.58392
5.69000	-1.33084
5.70000	0.77051
5.71000	1.78858
5.72000	0.31483
5.73000	-1.58747
5.74000	-1.27200
5.75000	0.80902
5.76000	1.75262
5.77000	0.25497
5.78000	-1.58707
5.79000	-1.21190
5.80000	0.84433
5.81000	1.71350
5.82000	0.19641
5.83000	-1.58274
5.84000	-1.15077
5.85000	0.87631
5.86000	1.67137
5.87000	0.13940
5.88000	-1.57447
5.89000	-1.08885
5.90000	0.90483
5.91000	1.62639
5.92000	0.08416
5.93000	-1.56231
5.94000	-1.02638
5.95000	0.92978
5.96000	1.57875
5.97000	0.03091
5.98000	-1.54631
5.99000	-0.96362
6.00000	0.95106
6.01000	1.52863
6.02000	-0.02015
6.03000	-1.52652
6.04000	-0.90081
6.05000	0.96858
6.06000	1.47623
6.07000	-0.06880
6.08000	-1.50303
6.09000	-0.83820
6.10000	0.98229
6.11000	1.42176
6.12000	-0.11487
6.13000	-1.47592
6.14000	-0.77603
6.15000	0.99212
6.16000	1.36543
6.17000	-0.15816
6.18000	-1.44531
6.19000	-0.71456
6.20000	0.99803
6.21000	1.30747
6.22000	-0.19850
6.23000	-1.41132
6.24000	-0.65402
6.25000	1.00000
6.26000	1.24810
6.27000	-0.23575
6.28000	-1.37407
6.29000	-0.59465
6.30000	0.99803
6.31000	1.18756
6.32000	-0.26974
6.33000	-1.33373
6.34000	-0.53668
6.35000	0.99212
6.36000	1.12608
6.37000	-0.30035
6.38000	-1.29044
6.39000	-0.48035
6.40000	0.98229
6.41000	1.06391
6.42000	-0.32746
6.43000	-1.24437
6.44000	-0.42588
6.45000	0.96858
6.46000	1.00130
6.47000	-0.35095
6.48000	-1.19572
6.49000	-0.37348
6.50000	0.95106
6.51000	0.93849
6.52000	-0.37074
6.53000	-1.14466
6.54000	-0.32337
6.55000	0.92978
6.56000	0.87573
6.57000	-0.38674
6.58000	-1.09141
6.59000	-0.27572
6.60000	0.90483
6.61000	0.81327
6.62000	-0.39890
6.63000	-1.03617
6.64000	-0.23075
6.65000	0.87631
6.66000	0.75135
6.67000	-0.40717
6.68000	-0.97916
6.69000	-0.18861
6.70000	0.84433
6.71000	0.69022
6.72000	-0.41150
6.73000	-0.92061
6.74000	-0.14949
6.75000	0.80902
6.76000	0.63011
6.77000	-0.41190
6.78000	-0.86074
6.79000	-0.11353
6.80000	0.77051
6.81000	0.57128
6.82000	-0.40835
6.83000	-0.79979
6.84000	-0.08087
6.85000	0.72897
6.86000	0.51394
6.87000	-0.40087
6.88000	-0.73801
6.89000	-0.05165
6.90000	0.68455
6.91000	0.45833
6.92000	-0.38948
6.93000	-0.67564
6.94000	-0.02598
6.95000	0.63742
6.96000	0.40466
6.97000	-0.37424
6.98000	-0.61292
6.99000	-0.00396
7.00000	0.58779
7.01000	0.35315
7.02000	-0.35521
7.03000	-0.55010
7.04000	0.01433
7.05000	0.53583
7.06000	0.30400
7.07000	-0.33245
7.08000	-0.48742
7.09000	0.02880
7.10000	0.48175
7.11000	0.25740
7.12000	-0.30606
7.13000	-0.42515
7.14000	0.03940
7.15000	0.42578
7.16000	0.21354
7.17000	-0.27614
7.18000	-0.36351
7.19000	0.04610
7.20000	0.36813
7.21000	0.17259
7.22000	-0.24281
7.23000	-0.30277
7.24000	0.04886
7.25000	0.30902
7.26000	0.13472
7.27000	-0.20621
7.28000	-0.24314
7.29000	0.04768
7.30000	0.24869
7.31000	0.10006
7.32000	-0.16647
7.33000	-0.18488
7.34000	0.04255
7.35000	0.18738
7.36000	0.06877
7.37000	-0.12375
7.38000	-0.12821
7.39000	0.03351
7.40000	0.12533
7.41000	0.04095
7.42000	-0.07823
7.43000	-0.07335
7.44000	0.02058
7.45000	0.06279
7.46000	0.01673
7.47000	-0.03007
7.48000	-0.02052
7.49000	0.00381
7.50000	0.00000
7.51000	-0.00381
7.52000	0.02052
7.53000	0.03007
7.54000	-0.01673
7.55000	-0.06279
7.56000	-0.02058
7.57000	0.07335
7.58000	0.07823
7.59000	-0.04095
7.60000	-0.12533
7.61000	-0.03351
7.62000	0.12821
7.63000	0.12375
7.64000	-0.06877
7.65000	-0.18738
7.66000	-0.04255
7.67000	0.18488
7.68000	0.16647
7.69000	-0.10006
7.70000	-0.24869
7.71000	-0.04768
7.72000	0.24314
7.73000	0.20621
7.74000	-0.13472
7.75000	-0.30902
7.76000	-0.04886
7.77000	0.30277
7.78000	0.24281
7.79000	-0.17259
7.80000	-0.36813
7.81000	-0.04610
7.82000	0.36351
7.83000	0.27614
7.84000	-0.21354
7.85000	-0.42578
7.86000	-0.03940
7.87000	0.42515
7.88000	0.30606
7.89000	-0.25740
7.90000	-0.48175
7.91000	-0.02880
7.92000	0.48742
7.93000	0.33245
7.94000	-0.30400
7.95000	-0.53583
7.96000	-0.01433
7.97000	0.55010
7.98000	0.35521
7.99000	-0.35315
8.00000	-0.58779
8.01000	0.00396
8.02000	0.61292
8.03000	0.37424
8.04000	-0.40466
8.05000	-0.63742
8.06000	0.02598
8.07000	0.67564
8.08000	0.38948
8.09000	-0.45833
8.10000	-0.68455
8.11000	0.05165
8.12000	0.73801
8.13000	0.40087
8.14000	-0.51394
8.15000	-0.72897
8.16000	0.08087
8.17000	0.79979
8.18000	0.40835
8.19000	-0.57128
8.20000	-0.77051
8.21000	0.11353
8.22000	0.86074
8.23000	0.41190
8.24000	-0.63011
8.25000	-0.80902
8.26000	0.14949
8.27000	0.92061
8.28000	0.41150
8.29000	-0.69022
8.30000	-0.84433
8.31000	0.18861
8.32000	0.97916
8.33000	0.40717
8.34000	-0.75135
8.35000	-0.87631
8.36000	0.23075
8.37000	1.03617
8.38000	0.39890
8.39000	-0.81327
8.40000	-0.90483
8.41000	0.27572
8.42000	1.09141
8.43000	0.38674
8.44000	-0.87573
8.45000	-0.92978
8.46000	0.32337
8.47000	1.14466
8.48000	0.37074
8.49000	-0.93849
8.50000	-0.95106
8.51000	0.37348
8.52000	1.19572
8.53000	0.35095
8.54000	-1.00130
8.55000	-0.96858
8.56000	0.42588
8.57000	1.24437
8.58000	0.32746
8.59000	-1.06391
8.60000	-0.98229
8.61000	0.48035
8.62000	1.29044
8.63000	0.30035
8.64000	-1.12608
8.65000	-0.99212
8.66000	0.53668
8.67000	1.33373
8.68000	0.26974
8.69000	-1.18756
8.70000	-0.99803
8.71000	0.59465
8.72000	1.37407
8.73000	0.23575
8.74000	-1.24810
8.75000	-1.00000
8.76000	0.65402
8.77000	1.41132
8.78000	0.19850
8.79000	-1.30747
8.80000	-0.99803
8.81000	0.71456
8.82000	1.44531
8.83000	0.15816
8.84000	-1.36543
8.85000	-0.99212
8.86000	0.77603
8.87000	1.47592
8.88000	0.11487
8.89000	-1.42176
8.90000	-0.98229
8.91000	0.83820
8.92000	1.50303
8.93000	0.06880
8.94000	-1.47623
8.95000	-0.96858
8.96000	0.90081
8.97000	1.52652
8.98000	0.02015
8.99000	-1.52863
9.00000	-0.95106
9.01000	0.96362
9.02000	1.54631
9.03000	-0.03091
9.04000	-1.57875
9.05000	-0.92978
9.06000	1.02638
9.07000	1.56231
9.08000	-0.08416
9.09000	-1.62639
9.10000	-0.90483
9.11000	1.08885
9.12000	1.57447
9.13000	-0.13940
9.14000	-1.67137
9.15000	-0.87631
9.16000	1.15077
9.17000	1.58274
9.18000	-0.19641
9.19000	-1.71350
9.20000	-0.84433
9.21000	1.21190
9.22000	1.58707
9.23000	-0.25497
9.24000	-1.75262
9.25000	-0.80902
9.26000	1.27200
9.27000	1.58747
9.28000	-0.31483
9.29000	-1.78858
9.30000	-0.77051
9.31000	1.33084
9.32000	1.58392
9.33000	-0.37578
9.34000	-1.82124
9.35000	-0.72897
9.36000	1.38817
9.37000	1.57644
9.38000	-0.43756
9.39000	-1.85046
9.40000	-0.68455
9.41000	1.44378
9.42000	1.56505
9.43000	-0.49993
9.44000	-1.87613
9.45000	-0.63742
9.46000	1.49745
9.47000	1.54981
9.48000	-0.56266
9.49000	-1.89815
9.50000	-0.58779
9.51000	1.54896
9.52000	1.53078
9.53000	-0.62548
9.54000	-1.91644
9.55000	-0.53583
9.56000	1.59811
9.57000	1.50802
9.58000	-0.68815
9.59000	-1.93091
9.60000	-0.48175
9.61000	1.64471
9.62000	1.48163
9.63000	-0.75042
9.64000	-1.94152
9.65000	-0.42578
9.66000	1.68857
9.67000	1.45171
9.68000	-0.81206
9.69000	-1.94822
9.70000	-0.36813
9.71000	1.72952
9.72000	1.41838
9.73000	-0.87281
9.74000	-1.95098
9.75000	-0.30902
9.76000	1.76740
9.77000	1.38178
9.78000	-0.93243
9.79000	-1.94979
9.80000	-0.24869
9.81000	1.80205
9.82000	1.34204
9.83000	-0.99069
9.84000	-1.94467
9.85000	-0.18738
9.86000	1.83335
9.87000	1.29932
9.88000	-1.04737
9.89000	-1.93562
9.90000	-0.12533
9.91000	1.86116
9.92000	1.25380
9.93000	-1.10222
9.94000	-1.92269
9.95000	-0.06279
9.96000	1.88539
9.97000	1.20564
9.98000	-1.15505
9.99000	-1.90592
10.00000	0.00000
10.01000	1.90592
10.02000	1.15505
10.03000	-1.20564
10.04000	-1.88539
